"","symbol","date","open","high","low","close","volume","adjusted"
"49","MSFT",2020-09-09,207.600006,214.839996,206.699997,211.289993,45679000,210.738266
"50","MSFT",2020-09-10,213.399994,214.740005,204.110001,205.369995,35461500,204.833725
"51","MSFT",2020-09-11,207.199997,208.630005,201.240005,204.029999,33620100,203.497238
"52","MSFT",2020-09-14,204.240005,209.199997,204.029999,205.410004,30375800,204.873627
"53","MSFT",2020-09-15,208.419998,209.779999,206.929993,208.779999,21823900,208.234833
"54","MSFT",2020-09-16,210.619995,210.649994,204.639999,205.050003,26328100,204.514572
"55","MSFT",2020-09-17,200.050003,204.330002,199.960007,202.910004,34011300,202.380157
"56","MSFT",2020-09-18,202.800003,203.649994,196.25,200.389999,55225300,199.86673
"57","MSFT",2020-09-21,197.190002,202.710007,196.380005,202.539993,39839700,202.011124
"58","MSFT",2020-09-22,205.059998,208.100006,202.080002,207.419998,33517100,206.878372
"59","MSFT",2020-09-23,207.899994,208.100006,200.029999,200.589996,30803800,200.066208
"60","MSFT",2020-09-24,199.850006,205.570007,199.199997,203.190002,31202500,202.659424
"61","MSFT",2020-09-25,203.550003,209.039993,202.539993,207.820007,29437300,207.277344
"62","MSFT",2020-09-28,210.880005,212.570007,208.059998,209.440002,32004900,208.893112
"63","MSFT",2020-09-29,209.350006,210.070007,206.809998,207.259995,24221900,206.718796
"64","MSFT",2020-09-30,207.729996,211.979996,206.539993,210.330002,33780700,209.780777
"65","MSFT",2020-10-01,213.490005,213.990005,211.320007,212.460007,27158400,211.905228
"66","MSFT",2020-10-02,208,210.990005,205.539993,206.190002,33154800,205.651596
"67","MSFT",2020-10-05,207.220001,210.410004,206.979996,210.380005,21331600,209.830658
"68","MSFT",2020-10-06,208.820007,210.179993,204.820007,205.910004,28554300,205.37233
"69","MSFT",2020-10-07,207.059998,210.110001,206.720001,209.830002,25681100,209.282089
"70","MSFT",2020-10-08,210.509995,211.190002,208.320007,210.580002,19925800,210.030136
"71","MSFT",2020-10-09,211.229996,215.860001,211.229996,215.809998,26458000,215.246475
"72","MSFT",2020-10-12,218.789993,223.860001,216.809998,221.399994,40461400,220.821869
"73","MSFT",2020-10-13,222.720001,225.210007,220.429993,222.860001,28950800,222.278061
"74","MSFT",2020-10-14,223,224.220001,219.130005,220.860001,23451700,220.283279
"75","MSFT",2020-10-15,217.100006,220.360001,216.009995,219.660004,22733100,219.086426
"76","MSFT",2020-10-16,220.149994,222.289993,219.320007,219.660004,26057900,219.086426
"77","MSFT",2020-10-19,220.419998,222.300003,213.720001,214.220001,27625800,213.660629
"78","MSFT",2020-10-20,215.800003,217.369995,213.089996,214.649994,22753500,214.089493
"79","MSFT",2020-10-21,213.119995,216.919998,213.119995,214.800003,22724900,214.23912
"80","MSFT",2020-10-22,213.929993,216.059998,211.699997,214.889999,22351500,214.328873
"81","MSFT",2020-10-23,215.029999,216.279999,213.160004,216.229996,18879600,215.665375
"82","MSFT",2020-10-26,213.850006,216.339996,208.100006,210.080002,37111600,209.531433
"83","MSFT",2020-10-27,211.589996,214.669998,210.330002,213.25,36700300,212.693161
"84","MSFT",2020-10-28,207.669998,208.839996,202.100006,202.679993,51195600,202.150757
"85","MSFT",2020-10-29,204.070007,207.360001,203.369995,204.720001,31432600,204.185425
"86","MSFT",2020-10-30,203.5,204.289993,199.619995,202.470001,36953700,201.941315
"87","MSFT",2020-11-02,204.289993,205.279999,200.119995,202.330002,30842200,201.801666
"88","MSFT",2020-11-03,203.889999,208.119995,203.119995,206.429993,27512000,205.890961
"89","MSFT",2020-11-04,214.020004,218.320007,212.419998,216.389999,42311800,215.824951
"90","MSFT",2020-11-05,222.039993,224.119995,221.149994,223.289993,36080100,222.70694
"91","MSFT",2020-11-06,222.259995,224.360001,218.029999,223.720001,25231900,223.135818
"92","MSFT",2020-11-09,224.440002,228.119995,217.880005,218.389999,44395000,217.819733
"93","MSFT",2020-11-10,214.5,216.5,209.720001,211.009995,44045100,210.459
"94","MSFT",2020-11-11,212.389999,218.039993,212.199997,216.550003,29440800,215.984543
"95","MSFT",2020-11-12,217.210007,219.110001,214.460007,215.440002,21593900,214.877441
"96","MSFT",2020-11-13,216.360001,217.419998,214.160004,216.509995,18621100,215.944641
"97","MSFT",2020-11-16,214.869995,217.740005,214.520004,217.229996,24953300,216.662766
"98","MSFT",2020-11-17,216.100006,217.679993,214.080002,214.460007,24154100,213.900009
"99","MSFT",2020-11-18,213.649994,215.169998,210.929993,211.080002,28372800,211.080002
"100","MSFT",2020-11-19,211.380005,213.029999,209.929993,212.419998,24792700,212.419998
"101","MSFT",2020-11-20,212.199997,213.289993,210,210.389999,22829100,210.389999
"102","MSFT",2020-11-23,210.949997,212.289993,208.160004,210.110001,25683500,210.110001
"103","MSFT",2020-11-24,209.589996,214.25,208.860001,213.860001,33979700,213.860001
"104","MSFT",2020-11-25,215.110001,215.289993,212.460007,213.869995,21012900,213.869995
"105","MSFT",2020-11-27,214.850006,216.270004,214.039993,215.229996,14512200,215.229996
"106","MSFT",2020-11-30,214.100006,214.759995,210.839996,214.070007,33064800,214.070007
"107","BIDU",2020-07-01,119.889999,121.139999,119.150002,120.629997,2116400,120.629997
"108","BIDU",2020-07-02,123.220001,124.82,122.370003,123.300003,3011900,123.300003
"109","BIDU",2020-07-06,129.009995,133.139999,128.050003,132.929993,5763600,132.929993
"110","BIDU",2020-07-07,130,132,127.82,127.830002,2804600,127.830002
"111","BIDU",2020-07-08,131.009995,131.009995,128.059998,130.639999,2931300,130.639999
"112","BIDU",2020-07-09,134.009995,135.440002,130.229996,132.529999,4189300,132.529999
"113","BIDU",2020-07-10,130.75,132.529999,130.270004,132.330002,2065900,132.330002
"114","BIDU",2020-07-13,133.699997,133.860001,127.68,127.839996,4685400,127.839996
"115","BIDU",2020-07-14,125,126.150002,122.5,125.489998,3901900,125.489998
"116","BIDU",2020-07-15,126.959999,127,124.050003,125.050003,2137300,125.050003
"117","BIDU",2020-07-16,121.330002,123.599998,120.940002,123.43,2432500,123.43
"118","BIDU",2020-07-17,125,125,121.879997,122.769997,1883200,122.769997
"119","BIDU",2020-07-20,122.769997,124.870003,122.660004,124.349998,2775200,124.349998
"120","BIDU",2020-07-21,125.989998,126.269997,123.730003,125.220001,3825300,125.220001
"121","BIDU",2020-07-22,123.580002,123.790001,120.970001,122.75,2923100,122.75
"122","BIDU",2020-07-23,122.209999,122.669998,119.419998,121.099998,2740900,121.099998
"123","BIDU",2020-07-24,117.5,119.059998,116.389999,119.019997,2687800,119.019997
"124","BIDU",2020-07-27,117.739998,118,114.860001,115.860001,2915700,115.860001
"125","BIDU",2020-07-28,115.75,116.489998,114.75,115.690002,3345400,115.690002
"126","BIDU",2020-07-29,116.459999,120.449997,116.440002,119.82,3759100,119.82
"127","BIDU",2020-07-30,118.169998,119.169998,117.300003,118,3137000,118
"128","BIDU",2020-07-31,118.860001,120.190002,116.699997,119.400002,2753800,119.400002
"129","BIDU",2020-08-03,120.290001,121.290001,119.050003,120.550003,1946100,120.550003
"130","BIDU",2020-08-04,120.139999,127.059998,120.139999,126.669998,3846900,126.669998
"131","BIDU",2020-08-05,127,127.379997,124.919998,125.849998,1763900,125.849998
"132","BIDU",2020-08-06,125.339996,126.019997,123.269997,125.580002,1718300,125.580002
"133","BIDU",2020-08-07,122.5,125.089996,121.080002,125,3162100,125
"134","BIDU",2020-08-10,124.550003,127.660004,123.970001,125.059998,3606500,125.059998
"135","BIDU",2020-08-11,125.230003,127.790001,124.370003,124.599998,2196100,124.599998
"136","BIDU",2020-08-12,126.230003,128.25,125.830002,126.110001,2392600,126.110001
"137","BIDU",2020-08-13,126.669998,126.830002,124.040001,124.57,5130300,124.57
"138","BIDU",2020-08-14,118.400002,118.57,115.589996,116.739998,11662400,116.739998
"139","BIDU",2020-08-17,117.989998,124.68,117.669998,123.919998,6475200,123.919998
"140","BIDU",2020-08-18,123.830002,126.589996,123.699997,124.199997,3672700,124.199997
"141","BIDU",2020-08-19,124.129997,124.129997,121.139999,122.709999,2688900,122.709999
"142","BIDU",2020-08-20,121.790001,123.559998,121.25,123.480003,2383200,123.480003
"143","BIDU",2020-08-21,121.540001,123.650002,121.099998,122.449997,2728400,122.449997
"144","BIDU",2020-08-24,123.870003,124.730003,122.449997,122.879997,2384600,122.879997
"145","BIDU",2020-08-25,122.68,126.050003,121.940002,125.699997,4303000,125.699997
"146","BIDU",2020-08-26,125.949997,128,123.660004,127.470001,5613200,127.470001
"147","BIDU",2020-08-27,127.470001,128.389999,125.669998,127.25,2672300,127.25
"148","BIDU",2020-08-28,127.120003,129.029999,126.580002,129,1862900,129
"149","BIDU",2020-08-31,125.809998,127.669998,124.489998,124.57,4094800,124.57
"150","BIDU",2020-09-01,125.370003,127.089996,124.93,126.93,1812700,126.93
"151","BIDU",2020-09-02,127.550003,129.029999,123.580002,124.260002,2716000,124.260002
"152","BIDU",2020-09-03,123.470001,124.209999,119.629997,121.419998,3780100,121.419998
"153","BIDU",2020-09-04,120.910004,123.080002,119.769997,122.870003,3144600,122.870003
"154","BIDU",2020-09-08,117.589996,120.25,116.410004,119.309998,3534700,119.309998
"155","BIDU",2020-09-09,120.139999,120.519997,118.379997,119.400002,1960800,119.400002
"156","BIDU",2020-09-10,119.699997,119.779999,117.769997,119.160004,3459000,119.160004
"157","BIDU",2020-09-11,119.970001,122.139999,118.860001,120.620003,2322100,120.620003
"158","BIDU",2020-09-14,121.349998,122.889999,120.870003,121.879997,1231100,121.879997
"159","BIDU",2020-09-15,123.889999,124.580002,122.370003,124.489998,2405100,124.489998
"160","BIDU",2020-09-16,125.169998,127.25,124.480003,126.029999,2456900,126.029999
"161","BIDU",2020-09-17,123,124.839996,122.620003,124.669998,2437500,124.669998
"162","BIDU",2020-09-18,124.599998,125.099998,122.510002,124.660004,3237700,124.660004
"163","BIDU",2020-09-21,121.360001,124.660004,120.239998,124.550003,2661000,124.550003
"164","BIDU",2020-09-22,125.239998,125.239998,122.720001,124.029999,1888000,124.029999
"165","BIDU",2020-09-23,123.419998,126.389999,122.610001,122.919998,2463900,122.919998
"166","BIDU",2020-09-24,121.279999,123.879997,120.790001,123.760002,2644300,123.760002
"167","BIDU",2020-09-25,122.239998,123.949997,121,123.790001,3208700,123.790001
"168","BIDU",2020-09-28,124.489998,126.120003,124.230003,126.040001,3999000,126.040001
"169","BIDU",2020-09-29,125.040001,125.800003,122.470001,122.580002,3907000,122.580002
"170","BIDU",2020-09-30,123.839996,129,123.07,126.589996,3858300,126.589996
"171","BIDU",2020-10-01,126.529999,127.290001,125.519997,126.449997,1842900,126.449997
"172","BIDU",2020-10-02,124.660004,126.089996,123.5,124.620003,2034600,124.620003
"173","BIDU",2020-10-05,124.830002,126.120003,124.099998,124.699997,1931800,124.699997
"174","BIDU",2020-10-06,124.980003,127.080002,124.18,124.830002,1610900,124.830002
"175","BIDU",2020-10-07,125.800003,126.989998,125.32,126.349998,1715500,126.349998
"176","BIDU",2020-10-08,128.699997,128.699997,126.389999,126.75,1341500,126.75
"177","BIDU",2020-10-09,126.790001,127.639999,126.110001,126.489998,1353800,126.489998
"178","BIDU",2020-10-12,129.029999,129.100006,127.129997,127.720001,3463400,127.720001
"179","BIDU",2020-10-13,127.830002,128.009995,126.379997,127.050003,2342000,127.050003
"180","BIDU",2020-10-14,127.800003,138.979996,127.349998,136.070007,11029900,136.070007
"181","BIDU",2020-10-15,133.199997,134.699997,129.679993,130.039993,6413800,130.039993
"182","BIDU",2020-10-16,131.899994,132.910004,130.229996,130.369995,2523200,130.369995
"183","BIDU",2020-10-19,131.5,133.460007,128.699997,129.25,2232800,129.25
"184","BIDU",2020-10-20,130.009995,131.789993,128.490005,130.080002,2175600,130.080002
"185","BIDU",2020-10-21,132.630005,136.169998,132.009995,134.839996,3687000,134.839996
"186","BIDU",2020-10-22,134.509995,135.130005,130.479996,132.860001,2298000,132.860001
"187","BIDU",2020-10-23,133,134.149994,130.300003,133.929993,1782300,133.929993
"188","BIDU",2020-10-26,132.850006,134.899994,131.130005,132.949997,3637800,132.949997
"189","BIDU",2020-10-27,132,135.309998,131.75,134.889999,3598500,134.889999
"190","BIDU",2020-10-28,132.070007,132.429993,128.020004,130.699997,5821000,130.699997
"191","BIDU",2020-10-29,130.940002,132.929993,130.059998,131.960007,5312800,131.960007
"192","BIDU",2020-10-30,131,133.309998,130.470001,133.050003,5494100,133.050003
"193","BIDU",2020-11-02,134.309998,137.869995,132.889999,134.050003,2705100,134.050003
"194","BIDU",2020-11-03,134.660004,134.960007,131,134.110001,2612800,134.110001
"195","BIDU",2020-11-04,137.839996,143.770004,135.789993,140.309998,4865600,140.309998
"196","BIDU",2020-11-05,144.970001,145.050003,141.899994,143.940002,4303100,143.940002
"197","BIDU",2020-11-06,143.869995,145.360001,141.789993,144,2501100,144
"198","BIDU",2020-11-09,148.380005,148.380005,143.059998,144.190002,3230000,144.190002
"199","BIDU",2020-11-10,141.199997,145.440002,141.199997,143.25,3692200,143.25
"200","BIDU",2020-11-11,142.339996,143.440002,140.679993,143.059998,2670900,143.059998
"201","BIDU",2020-11-12,144.270004,145.990005,142,142.470001,2788100,142.470001
"202","BIDU",2020-11-13,144.509995,145.199997,142.5,145.080002,2436400,145.080002
"203","BIDU",2020-11-16,146.710007,151.179993,146.220001,147.839996,4901000,147.839996
"204","BIDU",2020-11-17,145,145.479996,141.020004,143.919998,5062500,143.919998
"205","BIDU",2020-11-18,143.479996,147.289993,141.949997,142.070007,5826300,142.070007
"206","BIDU",2020-11-19,138.669998,139,135.259995,136.479996,5913800,136.479996
"207","BIDU",2020-11-20,137.100006,137.970001,136,136.110001,5839600,136.110001
"208","BIDU",2020-11-23,136.210007,136.740005,132.5,133.039993,5670200,133.039993
"209","BIDU",2020-11-24,134.699997,135.380005,132.440002,134.360001,4693700,134.360001
"210","BIDU",2020-11-25,133.070007,136.199997,132.259995,136,3101800,136
"211","BIDU",2020-11-27,136.75,139.990005,135.089996,139.419998,3292900,139.419998
"212","BIDU",2020-11-30,137.270004,139.399994,135.009995,138.990005,5715400,138.990005
"213","NTES",2020-07-01,85.603996,86.353996,85.001999,85.547997,3518000,85.112175
"214","NTES",2020-07-02,87.360001,87.538002,85.891998,86.181999,4309500,85.74295
"215","NTES",2020-07-06,88.129997,89.844002,87.232002,88.008003,5185500,87.559647
"216","NTES",2020-07-07,87.877998,89.938004,87.517998,88.858002,4685500,88.405319
"217","NTES",2020-07-08,90.57,91.197998,89.737999,90.912003,4838000,90.448853
"218","NTES",2020-07-09,98.846001,100.653999,95.599998,96.652,10859000,96.159607
"219","NTES",2020-07-10,98.202003,98.400002,94.772003,96.891998,6865000,96.398384
"220","NTES",2020-07-13,97.103996,98.496002,94.888,95.398003,4821500,94.912003
"221","NTES",2020-07-14,92.384003,95.393997,91.769997,95.209999,3926000,94.724953
"222","NTES",2020-07-15,96.113998,96.113998,94.188004,94.442001,3618500,93.960869
"223","NTES",2020-07-16,91.596001,91.652,89.316002,90,4295000,89.541496
"224","NTES",2020-07-17,90.615997,91.708,90.248001,91.454002,2801000,90.988098
"225","NTES",2020-07-20,91.998001,94.781998,91.400002,94.178001,2289500,93.698219
"226","NTES",2020-07-21,95.996002,97.209999,93.809998,94.372002,2770500,93.891228
"227","NTES",2020-07-22,93.515999,94.57,92.424004,93.022003,2656000,92.548103
"228","NTES",2020-07-23,93.059998,93.108002,90.433998,91.084,3009000,90.61998
"229","NTES",2020-07-24,88.290001,89.741997,86.804001,89.666,4207500,89.209206
"230","NTES",2020-07-27,90.358002,91.045998,89.666,90.382004,2725000,89.921562
"231","NTES",2020-07-28,88.82,91.433998,88.82,90.056,1910000,89.597214
"232","NTES",2020-07-29,90.056,91.57,89.872002,90.480003,2852000,90.019058
"233","NTES",2020-07-30,90.216003,90.931999,89.606003,90.244003,2295000,89.784256
"234","NTES",2020-07-31,90.788002,91.910004,90.080002,91.683998,2573000,91.216919
"235","NTES",2020-08-03,92.786003,94.374001,92.786003,93.797997,2571000,93.320152
"236","NTES",2020-08-04,93.433998,95.956001,93.433998,95.956001,3070500,95.467163
"237","NTES",2020-08-05,96.024002,97.421997,95.480003,96.166,1968500,95.676086
"238","NTES",2020-08-06,97.127998,97.393997,95.655998,96.405998,3436000,95.914864
"239","NTES",2020-08-07,94.199997,94.912003,92.260002,93.300003,3555000,92.824692
"240","NTES",2020-08-10,92.888,93.197998,90.664001,91.276001,2718500,90.810997
"241","NTES",2020-08-11,92.185997,92.309998,90.400002,90.902,2277500,90.438904
"242","NTES",2020-08-12,91.216003,95.393997,91.216003,94.905998,2615000,94.422501
"243","NTES",2020-08-13,93.360001,94,90.335999,92.973999,3587000,92.500351
"244","NTES",2020-08-14,93.024002,93.620003,91.671997,92.278,1921000,91.807892
"245","NTES",2020-08-17,92.613998,95.461998,92.550003,94.914001,1728000,94.430466
"246","NTES",2020-08-18,95.998001,96.720001,95.424004,95.963997,1801500,95.475113
"247","NTES",2020-08-19,96,96.195999,94.054001,95.143997,2110000,94.659286
"248","NTES",2020-08-20,94.998001,95.966003,94.617996,95.858002,1608500,95.369659
"249","NTES",2020-08-21,95.547997,97.124001,95.120003,96.996002,1397500,96.501862
"250","NTES",2020-08-24,98,99.764,97.739998,98.578003,1837500,98.075798
"251","NTES",2020-08-25,99.956001,103.101997,99.426003,102.832001,3111000,102.308128
"252","NTES",2020-08-26,102.599998,103.529999,101.882004,102.802002,2667500,102.574539
"253","NTES",2020-08-27,103.498001,103.498001,101.349998,102.375999,2438000,102.149475
"254","NTES",2020-08-28,101.809998,103.001999,100.646004,100.834,3001500,100.610893
"255","NTES",2020-08-31,98.337997,99.598,97.115997,97.442001,3741500,97.226395
"256","NTES",2020-09-01,98.07,99.050003,96.204002,98.358002,3646500,98.140373
"257","NTES",2020-09-02,99.543999,100.862,98.463997,98.723999,2520500,98.505554
"258","NTES",2020-09-03,97.811996,97.987999,95.171997,97.066002,3251000,96.851227
"259","NTES",2020-09-04,95.772003,97.676003,93.367996,97.050003,3203000,96.835266
"260","NTES",2020-09-08,92.774002,93.931999,91.297997,91.547997,3175500,91.345436
"261","NTES",2020-09-09,93.557999,95.253998,93.117996,94.402,1922000,94.193123
"262","NTES",2020-09-10,93.617996,95.199997,91.398003,91.903999,2071500,91.700645
"263","NTES",2020-09-11,92.150002,92.823997,90.323997,91.141998,1422500,90.940331
"264","NTES",2020-09-14,92.671997,94.208,92.152,93.089996,1713000,92.884018
"265","NTES",2020-09-15,93.998001,95.860001,93.998001,95.496002,1388500,95.284706
"266","NTES",2020-09-16,95.779999,96.139999,94.204002,94.858002,1858500,94.648117
"267","NTES",2020-09-17,92.190002,94.389999,91.996002,94.001999,2491500,93.794006
"268","NTES",2020-09-18,97.036003,97.389999,92.360001,93.213997,4514000,93.007744
"269","NTES",2020-09-21,92.870003,96.098,92.732002,95.977997,3453000,95.765633
"270","NTES",2020-09-22,96.008003,97.143997,94.916,96.856003,1728000,96.641693
"271","NTES",2020-09-23,96.192001,96.599998,94.073997,94.195999,2004000,93.987579
"272","NTES",2020-09-24,93.375999,94.926003,92.601997,94.042,2289500,93.833916
"273","NTES",2020-09-25,93.146004,95.010002,92.875999,94.428001,1684000,94.219063
"274","NTES",2020-09-28,94.174004,94.174004,91.480003,92.788002,2600500,92.582695
"275","NTES",2020-09-29,92.905998,92.905998,89.93,90.152,2863500,89.95253
"276","NTES",2020-09-30,89.804001,91.515999,88.825996,90.933998,2325500,90.732796
"277","NTES",2020-10-01,91.809998,93.208,90.963997,92.718002,1709500,92.512848
"278","NTES",2020-10-02,91.279999,92.089996,88.120003,89.099998,1648300,88.902855
"279","NTES",2020-10-05,89.800003,90.949997,89.160004,90.620003,1484200,90.419495
"280","NTES",2020-10-06,90.139999,91.099998,89.220001,89.389999,1708500,89.192215
"281","NTES",2020-10-07,89.599998,89.989998,86.099998,86.940002,3037100,86.747635
"282","NTES",2020-10-08,86.5,88.940002,85.040001,88.419998,2616300,88.224358
"283","NTES",2020-10-09,89.300003,91.089996,89.029999,90.599998,1703500,90.399536
"284","NTES",2020-10-12,91.790001,92.879997,90.849998,91.5,2458700,91.297546
"285","NTES",2020-10-13,90.400002,91.839996,90.010002,90.870003,2128600,90.668938
"286","NTES",2020-10-14,91.459999,91.459999,89.400002,89.57,2207100,89.371811
"287","NTES",2020-10-15,88.050003,88.660004,86.379997,88.330002,2069500,88.13456
"288","NTES",2020-10-16,88.989998,89.989998,87.910004,88.519997,1990100,88.324135
"289","NTES",2020-10-19,89.199997,90.339996,87.129997,87.349998,2385400,87.156723
"290","NTES",2020-10-20,88.080002,89.010002,87.099998,88.370003,2297700,88.174469
"291","NTES",2020-10-21,88.099998,89.379997,87.699997,88.239998,1497300,88.044754
"292","NTES",2020-10-22,88.260002,89.5,87.139999,87.57,2082700,87.376236
"293","NTES",2020-10-23,87.43,87.519997,84.980003,85.870003,2272300,85.68
"294","NTES",2020-10-26,85.309998,86.790001,85.169998,86.709999,1164200,86.518143
"295","NTES",2020-10-27,87.160004,89.07,86.169998,88.419998,1650100,88.224358
"296","NTES",2020-10-28,87.599998,89.18,85.959999,86.239998,2363500,86.049179
"297","NTES",2020-10-29,87.309998,89.620003,87.010002,88.209999,2007900,88.014824
"298","NTES",2020-10-30,87.050003,87.660004,85.910004,86.790001,1998900,86.597969
"299","NTES",2020-11-02,86.25,86.379997,82.940002,84.330002,2574400,84.14341
"300","NTES",2020-11-03,82.93,86.699997,82.93,85.910004,2354000,85.719917
"301","NTES",2020-11-04,89.82,94.25,88.82,93.68,3539400,93.472717
"302","NTES",2020-11-05,96.099998,96.099998,89.879997,91.580002,3422000,91.377365
"303","NTES",2020-11-06,91.910004,92.309998,89.769997,92.040001,1908600,91.836349
"304","NTES",2020-11-09,91.360001,91.629997,87.800003,87.839996,3560000,87.645638
"305","NTES",2020-11-10,87.900002,90.199997,85.400002,87.550003,3366100,87.356285
"306","NTES",2020-11-11,88.389999,90.660004,88.160004,89.589996,2603700,89.391769
"307","NTES",2020-11-12,90.889999,91.519997,86.860001,87.339996,3367800,87.146744
"308","NTES",2020-11-13,89.230003,89.760002,87.269997,88.269997,2510400,88.074684
"309","NTES",2020-11-16,87.879997,88.480003,86.18,87.099998,2264200,86.90728
"310","NTES",2020-11-17,87.730003,88.449997,85.879997,86.849998,2396400,86.657829
"311","NTES",2020-11-18,87.290001,88.059998,84.879997,85.5,3358800,85.310822
"312","NTES",2020-11-19,87.25,90.5,87,89.220001,4215200,89.022591
"313","NTES",2020-11-20,91.019997,94.080002,91.019997,93.510002,3583000,93.303101
"314","NTES",2020-11-23,94.68,95.739998,93.43,94.790001,2978600,94.580261
"315","NTES",2020-11-24,97,98.400002,96.580002,97.519997,4046400,97.304222
"316","NTES",2020-11-25,95.519997,96.25,92.610001,93.800003,3324600,93.592461
"317","NTES",2020-11-27,93.510002,93.949997,92.160004,93.339996,1407100,93.133469
"318","NTES",2020-11-30,93.129997,93.150002,90.129997,90.370003,3213800,90.170044
